gpu_vram_gb,workload_type,framework,model_size_mb,batch_size,dataset_size_mb,epochs,runtime_minutes
48.0,Training,PyTorch,551.4,32,10690.6,100,360.0
16.0,FineTuning,PyTorch,3460.2,8,3742.1,20,360.0
8.0,FineTuning,PyTorch,3392.3,64,8837.3,30,360.0
48.0,FineTuning,PyTorch,1423.7,8,10476.7,20,360.0
80.0,Training,TensorFlow,1424.6,32,4392.5,20,67.0
48.0,FineTuning,PyTorch,3749.2,8,6034.8,50,360.0
10.0,FineTuning,PyTorch,152.1,16,14211.0,30,283.42
16.0,Training,PyTorch,2342.2,32,6178.6,10,360.0
4.0,Training,PyTorch,2409.7,8,4799.2,50,360.0
10.0,Training,PyTorch,3162.2,32,1697.5,50,360.0
48.0,FineTuning,PyTorch,3809.4,128,5186.0,30,89.33
4.0,FineTuning,TensorFlow,1455.5,32,9220.9,50,360.0
8.0,Inference,PyTorch,1779.4,128,2301.2,50,43.38
4.0,Training,PyTorch,2701.6,8,9118.8,5,360.0
80.0,Inference,PyTorch,3870.7,128,11143.8,20,14.29
6.0,FineTuning,TensorFlow,3568.6,32,11546.8,10,360.0
80.0,Training,PyTorch,2684.9,16,14773.6,30,360.0
10.0,Training,PyTorch,3434.1,128,6575.0,5,120.88
6.0,Training,PyTorch,386.6,32,583.2,100,165.24
10.0,Inference,PyTorch,1539.7,16,12834.9,100,360.0
16.0,Training,PyTorch,101.7,64,1344.4,10,2.87
24.0,Training,TensorFlow,751.0,256,12938.7,10,20.35
8.0,Training,JAX,2540.4,128,14742.2,5,286.57
8.0,Inference,PyTorch,3548.0,128,13611.7,100,360.0
48.0,Training,PyTorch,2549.5,8,14463.8,30,360.0
12.0,Training,PyTorch,2673.3,64,447.7,20,33.38
10.0,Training,PyTorch,460.1,8,269.4,5,9.51
24.0,Training,PyTorch,2676.2,8,3233.4,50,360.0
24.0,Training,PyTorch,1844.7,32,12000.8,100,360.0
80.0,FineTuning,PyTorch,2623.2,8,1432.3,10,45.06
80.0,Inference,PyTorch,1338.4,128,11223.1,50,16.41
12.0,Inference,PyTorch,2346.9,8,287.1,30,40.08
48.0,FineTuning,PyTorch,1725.1,16,10993.4,100,360.0
4.0,Training,PyTorch,2256.6,128,3826.0,100,360.0
80.0,FineTuning,PyTorch,631.0,256,6662.5,20,3.91
48.0,Training,PyTorch,1613.5,32,14649.9,20,360.0
16.0,Training,PyTorch,1528.4,8,8320.9,20,360.0
8.0,Inference,TensorFlow,2958.8,16,1211.9,100,360.0
8.0,Inference,PyTorch,2840.3,256,13109.7,50,170.45
48.0,FineTuning,PyTorch,3640.0,16,4922.6,30,360.0
12.0,Inference,PyTorch,2546.6,128,8821.8,50,140.42
24.0,Inference,PyTorch,1292.5,8,10705.4,100,360.0
12.0,FineTuning,PyTorch,3143.7,16,11684.9,10,360.0
48.0,FineTuning,PyTorch,2013.1,8,6544.2,20,360.0
10.0,FineTuning,PyTorch,814.3,128,11619.0,30,198.73
6.0,Training,PyTorch,3002.3,64,1841.7,50,360.0
8.0,Training,PyTorch,573.5,16,7932.5,50,360.0
48.0,FineTuning,PyTorch,753.7,32,426.1,50,7.83
24.0,Training,PyTorch,3047.1,8,6153.4,50,360.0
6.0,Training,PyTorch,3092.1,256,5535.0,100,360.0
16.0,Training,TensorFlow,3173.6,128,14674.2,50,360.0
80.0,Training,PyTorch,1208.6,128,6027.9,10,9.56
10.0,Inference,JAX,3473.0,256,13615.7,20,71.7
80.0,FineTuning,PyTorch,2904.5,32,6586.0,50,264.08
6.0,FineTuning,PyTorch,3344.2,64,8047.5,10,360.0
6.0,Inference,PyTorch,2849.0,8,5325.7,100,360.0
80.0,Inference,PyTorch,2339.4,64,9636.2,30,27.95
24.0,FineTuning,TensorFlow,482.1,128,11112.9,30,43.08
24.0,Inference,PyTorch,2858.2,16,11886.8,100,360.0
4.0,Training,PyTorch,2777.3,64,10439.7,10,360.0
16.0,Training,PyTorch,1284.3,16,5016.2,10,341.07
24.0,Training,PyTorch,2956.5,32,5025.9,10,242.08
16.0,FineTuning,PyTorch,2224.3,128,5283.8,30,113.55
16.0,FineTuning,TensorFlow,2259.7,16,663.7,50,227.91
6.0,FineTuning,PyTorch,1502.0,8,14151.5,20,360.0
16.0,FineTuning,PyTorch,511.3,128,3016.3,50,25.77
10.0,Training,PyTorch,906.9,32,2472.2,5,48.32
80.0,Training,TensorFlow,3086.9,8,8330.1,10,360.0
4.0,FineTuning,TensorFlow,1122.2,128,806.5,50,71.3
48.0,Training,PyTorch,58.9,64,12583.9,20,6.7
12.0,FineTuning,JAX,3988.2,256,13155.4,50,360.0
4.0,FineTuning,PyTorch,882.2,128,6027.4,5,42.7
10.0,FineTuning,PyTorch,2638.8,8,14574.1,5,360.0
4.0,Training,PyTorch,3711.3,16,4931.4,50,360.0
16.0,FineTuning,PyTorch,2418.9,16,3977.5,100,360.0
6.0,Inference,PyTorch,3206.2,128,14846.4,100,360.0
12.0,Inference,PyTorch,3906.7,128,3829.5,100,208.96
24.0,Inference,PyTorch,3448.4,32,6719.4,20,116.96
6.0,FineTuning,PyTorch,2253.7,64,9216.8,50,360.0
16.0,Training,PyTorch,1486.6,32,4905.7,10,154.73
16.0,FineTuning,TensorFlow,1955.7,256,5824.8,20,47.24
12.0,Inference,PyTorch,3375.2,32,10839.3,30,360.0
12.0,Training,PyTorch,3420.8,16,10873.1,20,360.0
8.0,Training,PyTorch,3391.1,16,12073.9,50,360.0
6.0,Training,JAX,2409.0,8,8946.2,50,360.0
24.0,FineTuning,PyTorch,1934.0,256,3579.5,30,32.14
4.0,Training,PyTorch,1279.8,256,5063.3,5,33.83
16.0,Training,PyTorch,63.3,32,13520.5,50,91.35
16.0,Inference,TensorFlow,3069.7,8,11032.6,5,270.79
8.0,FineTuning,PyTorch,1144.1,128,1411.6,5,7.69
6.0,Training,PyTorch,1352.2,8,11328.9,10,360.0
6.0,Training,PyTorch,3381.8,16,5026.8,100,360.0
80.0,Training,JAX,256.4,32,446.1,5,1.14
12.0,FineTuning,PyTorch,3714.1,16,7307.6,20,360.0
24.0,Training,PyTorch,55.4,128,13262.6,100,29.64
12.0,FineTuning,PyTorch,3759.7,64,6720.8,5,143.46
24.0,FineTuning,PyTorch,1846.3,256,14833.1,100,294.54
10.0,FineTuning,PyTorch,453.4,32,2753.3,10,27.19
48.0,Training,TensorFlow,2712.9,16,5328.4,50,360.0
24.0,FineTuning,TensorFlow,3588.6,64,347.6,50,27.43
12.0,Inference,PyTorch,1780.4,128,850.3,30,7.12
16.0,Training,PyTorch,2780.9,64,5379.3,5,114.02
12.0,Training,PyTorch,3918.5,16,7973.0,20,360.0
24.0,FineTuning,PyTorch,1000.8,16,3632.7,30,218.26
6.0,FineTuning,PyTorch,3290.8,128,2580.3,30,243.05
12.0,Training,PyTorch,1216.2,128,6368.0,10,55.42
8.0,FineTuning,PyTorch,1734.0,64,2643.1,50,283.49
80.0,FineTuning,PyTorch,1163.0,64,9500.4,5,9.04
16.0,Inference,TensorFlow,1811.7,256,14333.8,100,108.91
8.0,Training,PyTorch,70.1,256,12117.5,100,63.35
24.0,FineTuning,TensorFlow,1248.6,16,3306.7,5,47.89
10.0,Training,JAX,1808.9,128,14271.9,50,360.0
8.0,FineTuning,JAX,2547.3,8,11291.8,100,360.0
48.0,FineTuning,PyTorch,2567.6,128,2409.1,10,8.92
10.0,Training,PyTorch,2356.0,32,8733.5,10,360.0
4.0,Inference,PyTorch,1207.5,32,14500.5,10,246.74
16.0,Training,TensorFlow,3792.2,128,1541.7,20,82.6
4.0,FineTuning,PyTorch,1598.3,64,4138.0,5,93.84
12.0,Training,JAX,906.7,32,5674.0,10,193.52
24.0,FineTuning,PyTorch,2240.3,256,1822.4,10,6.83
16.0,Training,PyTorch,3008.3,16,4558.8,50,360.0
6.0,Inference,PyTorch,98.3,16,10415.6,30,67.66
10.0,Inference,TensorFlow,1141.6,16,7210.9,30,251.65
6.0,Inference,PyTorch,3308.7,256,6374.0,30,95.19
4.0,Training,PyTorch,2052.7,128,6535.9,5,188.23
8.0,FineTuning,PyTorch,1663.5,32,11418.8,20,360.0
8.0,Training,PyTorch,3727.1,64,14870.1,5,360.0
24.0,Inference,PyTorch,403.7,256,8870.8,100,14.16
4.0,FineTuning,PyTorch,2481.5,256,11298.1,50,360.0
80.0,FineTuning,PyTorch,1401.6,16,5651.1,10,39.44
16.0,FineTuning,PyTorch,329.8,256,12923.5,5,4.79
10.0,Training,JAX,894.3,256,6362.9,30,89.37
8.0,FineTuning,JAX,2530.3,64,14033.3,20,360.0
8.0,Training,PyTorch,161.7,256,11178.2,50,61.28
6.0,Inference,PyTorch,2389.4,16,10640.9,10,360.0
6.0,Inference,PyTorch,3829.6,256,4423.0,20,39.72
12.0,FineTuning,JAX,3190.6,128,11962.4,5,81.83
80.0,Inference,PyTorch,1415.1,16,1668.7,5,3.26
6.0,Training,PyTorch,595.9,128,8116.6,20,139.27
6.0,Inference,PyTorch,1887.0,32,11057.1,20,360.0
16.0,Training,PyTorch,1602.2,32,13265.5,10,360.0
6.0,FineTuning,PyTorch,3888.3,64,8587.8,30,360.0
10.0,FineTuning,TensorFlow,3960.0,256,3949.0,20,108.14
16.0,Training,PyTorch,1671.8,16,12748.0,10,360.0
12.0,Training,PyTorch,637.7,32,11542.9,20,360.0
4.0,Training,PyTorch,3646.9,256,2388.1,100,360.0
16.0,Inference,TensorFlow,3184.5,8,13098.6,20,360.0
4.0,Training,PyTorch,2069.5,8,14402.2,100,360.0
8.0,FineTuning,PyTorch,1493.2,64,8112.2,30,360.0
12.0,FineTuning,PyTorch,1820.3,256,671.6,10,3.88
12.0,Training,JAX,3612.4,32,13742.7,5,360.0
16.0,FineTuning,PyTorch,779.3,128,1929.2,10,5.87
48.0,FineTuning,PyTorch,3236.8,256,9533.5,10,18.87
12.0,Training,PyTorch,121.9,8,6073.5,10,84.54
4.0,FineTuning,TensorFlow,3686.3,256,14881.3,30,360.0
12.0,Training,PyTorch,2026.2,32,13765.8,30,360.0
8.0,Training,PyTorch,945.7,128,11789.1,50,360.0
10.0,FineTuning,PyTorch,61.3,16,3069.2,100,98.86
48.0,Training,PyTorch,2260.2,256,10518.0,5,13.92
24.0,Inference,PyTorch,1015.7,32,8625.0,30,77.38
12.0,Inference,JAX,2543.5,16,2116.7,100,360.0
6.0,FineTuning,PyTorch,1160.6,8,11940.7,30,360.0
16.0,Training,JAX,397.7,16,1388.2,10,27.29
16.0,Training,PyTorch,2045.0,8,7276.0,10,360.0
16.0,Training,JAX,2279.7,64,6455.8,100,360.0
80.0,FineTuning,PyTorch,1837.7,64,12112.3,20,70.54
48.0,Inference,PyTorch,1859.2,8,6470.8,20,106.61
48.0,Training,PyTorch,2379.1,128,10445.2,20,89.6
4.0,Training,PyTorch,2129.1,64,7226.1,100,360.0
12.0,FineTuning,PyTorch,573.6,128,8772.1,30,78.77
24.0,Training,PyTorch,828.5,128,3691.5,20,23.64
16.0,FineTuning,PyTorch,610.1,128,3116.6,5,3.93
12.0,FineTuning,PyTorch,2788.5,32,10677.7,100,360.0
48.0,FineTuning,TensorFlow,2138.0,256,1922.7,20,6.77
8.0,Training,PyTorch,1747.9,32,2722.2,50,360.0
16.0,Inference,JAX,3203.4,256,14120.1,50,108.84
12.0,Training,JAX,1336.9,256,3874.6,10,22.0
48.0,Inference,PyTorch,2294.0,128,4917.1,30,9.46
10.0,Training,PyTorch,343.9,8,9534.6,100,360.0
48.0,Inference,PyTorch,2990.4,256,6661.3,50,14.38
6.0,FineTuning,PyTorch,2796.0,64,8429.1,5,222.46
80.0,Training,PyTorch,3219.4,16,2254.4,10,62.8
80.0,Inference,PyTorch,3543.7,32,10118.9,50,151.43
16.0,FineTuning,PyTorch,3044.2,32,2433.1,20,225.08
10.0,Training,PyTorch,3385.7,16,11241.1,50,360.0
10.0,Training,PyTorch,1415.3,128,7901.9,50,360.0
16.0,FineTuning,TensorFlow,1406.2,256,12261.3,10,38.47
12.0,FineTuning,PyTorch,3780.0,16,2673.0,30,360.0
16.0,FineTuning,PyTorch,3662.6,128,5725.3,20,169.34
24.0,FineTuning,PyTorch,2216.6,32,12717.8,20,360.0
24.0,FineTuning,PyTorch,1497.9,16,12000.8,20,360.0
80.0,FineTuning,PyTorch,3470.7,256,14489.7,20,39.83
48.0,FineTuning,PyTorch,1327.5,8,3407.2,30,241.81
16.0,Training,PyTorch,656.9,64,8131.5,20,124.0
16.0,Inference,PyTorch,2576.0,64,366.5,30,5.8
12.0,Training,PyTorch,218.4,64,14482.0,10,51.78
4.0,Training,PyTorch,1547.5,16,2709.4,5,360.0
80.0,FineTuning,PyTorch,3240.3,256,13580.1,30,54.96
80.0,Training,PyTorch,1216.1,128,10207.2,20,31.86
80.0,Training,PyTorch,3728.7,256,14059.0,10,38.19
48.0,Training,TensorFlow,3825.5,256,3798.6,10,14.69
8.0,FineTuning,PyTorch,3272.5,32,5242.9,50,360.0
4.0,Inference,PyTorch,3951.2,64,2549.6,50,360.0
48.0,FineTuning,PyTorch,2146.5,16,6394.3,5,68.94
24.0,FineTuning,TensorFlow,2298.3,64,14217.7,5,99.65
12.0,Training,TensorFlow,3352.9,256,8610.3,50,360.0
24.0,Training,TensorFlow,1996.6,128,6300.3,100,360.0
10.0,Training,PyTorch,1656.5,8,4940.5,50,360.0
80.0,Training,TensorFlow,2478.3,8,8813.0,10,360.0
6.0,Training,PyTorch,2647.8,256,10875.9,30,360.0
80.0,Training,PyTorch,3016.0,32,6161.1,50,360.0
80.0,Training,PyTorch,2689.4,8,3540.4,20,355.8
12.0,FineTuning,PyTorch,2995.6,8,8816.6,30,360.0
4.0,Inference,PyTorch,2714.5,16,5546.9,100,360.0
24.0,Inference,PyTorch,1947.8,16,14915.4,30,356.46
10.0,FineTuning,TensorFlow,583.0,32,6671.6,20,180.51
80.0,Training,TensorFlow,3152.5,256,6573.9,20,24.91
16.0,FineTuning,PyTorch,171.6,32,12608.1,20,71.62
8.0,Training,PyTorch,3970.4,256,3840.2,10,96.01
16.0,FineTuning,TensorFlow,3322.4,16,1083.2,50,360.0
16.0,FineTuning,TensorFlow,2700.1,8,12821.9,100,360.0
12.0,FineTuning,PyTorch,3868.1,256,8876.7,50,360.0
6.0,Inference,PyTorch,2469.3,128,3976.3,10,25.24
6.0,FineTuning,PyTorch,272.9,8,5207.1,30,360.0
24.0,FineTuning,PyTorch,2259.6,8,6442.2,10,360.0
6.0,Training,PyTorch,1145.0,128,10237.8,50,360.0
16.0,Inference,PyTorch,1509.4,32,7075.9,5,24.34
12.0,Training,PyTorch,1865.4,16,5997.7,10,360.0
10.0,Inference,PyTorch,3109.7,32,11729.0,5,99.77
24.0,Training,TensorFlow,2036.6,32,1170.5,5,22.24
48.0,Training,PyTorch,1925.0,32,9822.8,100,360.0
10.0,Inference,PyTorch,1242.8,16,6789.0,20,228.98
4.0,Training,TensorFlow,2182.5,32,5089.3,20,360.0
4.0,Inference,PyTorch,1031.1,32,13920.9,20,360.0
4.0,Training,PyTorch,1080.9,64,11691.1,5,264.26
4.0,Inference,PyTorch,3041.2,8,3367.0,50,360.0
12.0,FineTuning,TensorFlow,1403.1,64,9819.8,20,241.12
10.0,FineTuning,JAX,253.0,16,12352.1,100,360.0
80.0,Training,PyTorch,1407.5,256,14841.2,20,25.84
8.0,Training,TensorFlow,2572.4,256,10506.5,30,360.0
24.0,Inference,PyTorch,3265.2,128,10391.3,100,176.58
48.0,Training,TensorFlow,3849.6,256,9238.1,5,17.18
16.0,Training,JAX,2997.6,128,696.0,5,7.18
4.0,FineTuning,PyTorch,1744.0,256,8817.3,20,276.74
48.0,FineTuning,TensorFlow,1231.5,64,12095.2,30,107.95
8.0,Training,PyTorch,562.0,64,5991.7,30,250.93
48.0,Training,PyTorch,2529.4,64,8846.0,10,78.8
10.0,Training,TensorFlow,2064.0,8,13904.7,10,360.0
48.0,Inference,PyTorch,2726.9,16,2663.3,20,40.31
4.0,Training,PyTorch,986.7,256,4279.1,100,360.0
8.0,Inference,PyTorch,1328.4,256,1743.7,5,2.24
16.0,Training,TensorFlow,1203.8,256,7553.6,100,327.49
80.0,Training,TensorFlow,3200.7,32,12610.8,30,360.0
6.0,FineTuning,PyTorch,726.4,64,6584.7,30,274.84
4.0,Training,PyTorch,2453.5,8,1140.6,30,360.0
8.0,FineTuning,JAX,252.9,128,4026.7,5,5.05
10.0,Inference,PyTorch,2220.6,128,13356.6,10,48.41
12.0,Training,JAX,302.5,128,8407.1,20,41.52
8.0,FineTuning,TensorFlow,744.7,64,13719.7,10,180.68
6.0,Training,PyTorch,496.4,128,12533.1,30,261.31
6.0,Training,PyTorch,1419.6,128,6272.9,100,360.0
24.0,Training,PyTorch,1407.7,128,9539.8,100,360.0
80.0,Inference,PyTorch,3314.4,32,9999.9,30,79.92
6.0,Training,PyTorch,941.5,128,11227.3,5,88.56
24.0,Inference,TensorFlow,391.2,8,5061.2,5,12.26
24.0,FineTuning,TensorFlow,2433.9,64,4405.9,5,28.22
24.0,Training,PyTorch,2765.4,256,10300.4,20,104.13
8.0,FineTuning,TensorFlow,1214.6,32,12299.4,50,360.0
24.0,Inference,PyTorch,2431.1,32,6272.3,100,360.0
4.0,FineTuning,PyTorch,3115.4,64,4883.9,50,360.0
4.0,FineTuning,PyTorch,1422.8,128,12400.5,100,360.0
12.0,Inference,TensorFlow,2125.1,256,10335.6,20,33.95
6.0,Training,PyTorch,629.2,256,5218.9,100,231.84
80.0,Inference,PyTorch,143.4,128,7992.0,20,1.4
24.0,Inference,PyTorch,3926.4,16,14416.9,20,360.0
10.0,FineTuning,PyTorch,1233.9,128,11273.1,10,79.63
10.0,Inference,PyTorch,1151.7,256,3402.8,100,29.16
6.0,FineTuning,PyTorch,3894.3,8,4496.0,20,360.0
12.0,FineTuning,TensorFlow,2926.5,128,4051.8,10,69.84
10.0,FineTuning,PyTorch,2361.9,64,12740.4,100,360.0
4.0,Training,PyTorch,2812.3,128,9657.1,5,327.2
48.0,FineTuning,PyTorch,2854.2,64,14106.0,100,360.0
8.0,Training,JAX,3065.2,32,1454.9,30,360.0
16.0,Training,PyTorch,315.4,16,874.9,50,61.28
10.0,Training,TensorFlow,1680.7,32,10175.4,30,360.0
80.0,Training,TensorFlow,1215.8,64,4072.7,50,70.24
24.0,Training,TensorFlow,328.8,16,10219.7,5,50.69
80.0,Inference,TensorFlow,1679.8,32,10879.7,50,81.38
8.0,Training,PyTorch,2483.9,128,4636.8,5,70.54
4.0,FineTuning,PyTorch,755.1,256,14294.8,100,360.0
12.0,Training,PyTorch,1254.9,256,11643.6,30,190.11
8.0,Training,TensorFlow,2574.7,128,5573.6,10,168.85
16.0,Training,JAX,2338.3,16,6240.6,100,360.0
48.0,Training,JAX,3481.7,32,10766.5,100,360.0
10.0,FineTuning,PyTorch,3175.4,8,4630.1,50,360.0
12.0,FineTuning,PyTorch,3864.2,8,4501.1,100,360.0
12.0,Training,PyTorch,2408.9,8,9411.2,20,360.0
10.0,FineTuning,PyTorch,2808.9,32,2108.4,10,118.58
10.0,Inference,PyTorch,3449.0,256,14900.8,10,33.59
10.0,Training,PyTorch,3368.0,32,4379.8,5,336.49
10.0,Training,JAX,2889.0,32,5802.4,30,360.0
10.0,FineTuning,PyTorch,2026.0,64,3441.5,20,140.1
12.0,Training,PyTorch,1129.2,256,9688.1,30,132.96
6.0,Inference,PyTorch,3515.0,8,1001.3,30,360.0
6.0,FineTuning,PyTorch,3117.8,8,13924.3,10,360.0
80.0,FineTuning,JAX,3359.7,8,4629.4,20,360.0
6.0,Training,PyTorch,606.1,256,13917.9,50,346.44
16.0,FineTuning,PyTorch,1293.5,64,3877.7,20,62.95
6.0,Training,PyTorch,1728.3,64,7755.4,5,205.42
12.0,Inference,JAX,3361.5,32,10458.1,100,360.0
10.0,FineTuning,PyTorch,3576.9,256,9228.1,10,114.59
24.0,Training,PyTorch,1175.3,256,7736.1,20,43.46
24.0,FineTuning,PyTorch,2761.4,8,11849.1,5,360.0
16.0,Training,PyTorch,357.4,8,7110.4,50,360.0
12.0,Training,TensorFlow,1667.8,256,5064.3,30,128.29
4.0,FineTuning,PyTorch,1972.3,128,10807.0,30,360.0
8.0,FineTuning,PyTorch,3074.2,256,14065.3,5,92.28
80.0,FineTuning,PyTorch,3573.3,128,9060.6,10,30.18
4.0,Training,JAX,1382.3,128,4267.7,30,360.0
12.0,FineTuning,PyTorch,2134.6,64,11465.9,10,268.74
6.0,Training,TensorFlow,2607.4,32,11452.7,10,360.0
10.0,FineTuning,PyTorch,1348.3,16,4076.3,30,360.0
4.0,FineTuning,TensorFlow,3942.9,8,5831.0,50,360.0
8.0,FineTuning,JAX,3509.3,128,2200.1,100,360.0
24.0,Inference,PyTorch,1220.8,8,1287.0,20,32.64
8.0,Inference,PyTorch,2056.4,8,12129.7,100,360.0
10.0,Inference,PyTorch,961.8,8,5651.4,30,360.0
6.0,Inference,TensorFlow,2082.3,256,4291.5,20,27.65
8.0,FineTuning,PyTorch,2749.2,32,3915.8,10,269.37
80.0,Inference,PyTorch,387.8,8,1214.6,50,8.86
8.0,Inference,PyTorch,3487.0,32,14774.5,10,360.0
12.0,FineTuning,PyTorch,2395.3,16,5569.0,50,360.0
6.0,Training,PyTorch,3958.9,16,2547.3,100,360.0
10.0,Training,TensorFlow,151.1,64,12975.7,100,360.0
24.0,Inference,TensorFlow,3334.4,8,10874.5,100,360.0
24.0,FineTuning,PyTorch,3178.3,128,9973.1,5,41.49
8.0,Inference,PyTorch,574.8,64,4528.5,100,89.54
12.0,Training,PyTorch,1374.5,256,6290.3,50,198.62
4.0,Training,TensorFlow,3544.9,64,12632.2,50,360.0
4.0,FineTuning,PyTorch,2097.9,16,9634.5,100,360.0
12.0,Inference,PyTorch,1635.1,128,5250.2,10,10.04
80.0,Training,PyTorch,3626.7,8,1728.3,100,360.0
4.0,Inference,TensorFlow,418.7,8,13514.0,100,360.0
4.0,FineTuning,PyTorch,1918.8,16,14337.5,30,360.0
10.0,Training,PyTorch,2626.9,256,10810.0,30,360.0
10.0,Training,PyTorch,2453.7,32,10401.7,20,360.0
6.0,Training,PyTorch,1093.9,16,8111.9,5,360.0
80.0,Training,PyTorch,2275.1,128,14575.5,50,251.89
80.0,FineTuning,PyTorch,2848.8,32,10442.8,20,215.57
6.0,Training,PyTorch,2360.3,128,1243.3,100,360.0
80.0,Training,TensorFlow,2753.6,8,1466.8,50,360.0
16.0,Inference,PyTorch,1061.5,32,14457.2,50,247.49
48.0,FineTuning,PyTorch,3339.8,128,14154.9,5,28.93
10.0,FineTuning,PyTorch,1826.3,8,8411.8,5,360.0
6.0,Training,PyTorch,3949.5,128,3290.7,20,360.0
6.0,Inference,PyTorch,142.0,32,8794.2,30,37.94
80.0,Inference,TensorFlow,1552.2,8,11476.8,50,320.67
4.0,FineTuning,PyTorch,762.9,128,223.4,10,3.28
24.0,Inference,TensorFlow,2244.7,64,12359.9,20,57.88
8.0,Inference,TensorFlow,1010.7,32,7025.5,50,299.13
8.0,FineTuning,PyTorch,2963.0,32,7001.1,5,359.06
6.0,FineTuning,TensorFlow,3533.4,32,6571.2,100,360.0
16.0,Training,PyTorch,883.0,256,10408.5,5,14.19
6.0,Training,PyTorch,684.7,8,3221.0,5,270.93
10.0,Training,JAX,3507.7,32,9139.2,5,360.0
80.0,Training,PyTorch,1477.0,128,757.0,100,13.22
80.0,Training,PyTorch,1766.6,64,12189.1,30,162.11
16.0,Inference,PyTorch,922.8,128,12250.1,30,31.73
10.0,Training,PyTorch,1730.0,128,4747.0,50,360.0
24.0,Inference,PyTorch,963.6,32,1670.7,50,20.39
4.0,FineTuning,JAX,2680.4,64,11241.5,20,360.0
10.0,Training,PyTorch,2020.6,64,7106.2,5,133.32
12.0,FineTuning,TensorFlow,3162.8,64,13882.0,5,210.99
48.0,Training,PyTorch,1285.3,64,5366.9,100,266.35
6.0,Inference,PyTorch,2047.1,16,12638.5,10,360.0
12.0,Inference,PyTorch,1075.1,64,477.3,10,1.98
16.0,Training,PyTorch,3741.2,32,11614.6,5,360.0
12.0,Inference,PyTorch,2111.6,256,10205.9,10,14.16
80.0,FineTuning,JAX,735.2,64,7941.4,10,9.28
4.0,Training,PyTorch,1127.4,128,13665.3,5,192.84
8.0,FineTuning,PyTorch,377.5,16,14136.0,30,360.0
6.0,FineTuning,PyTorch,159.9,128,13952.3,30,82.76
8.0,Training,PyTorch,2127.4,32,9007.3,50,360.0
80.0,FineTuning,PyTorch,1381.6,32,7839.0,30,92.95
80.0,Training,PyTorch,3856.9,256,4107.7,5,4.34
6.0,FineTuning,TensorFlow,726.8,256,2514.8,10,10.04
8.0,Training,TensorFlow,3186.0,64,8400.7,5,342.07
10.0,Inference,PyTorch,1298.1,256,2312.6,20,5.46
80.0,FineTuning,PyTorch,933.0,32,2664.5,10,9.56
8.0,Training,PyTorch,3880.1,16,5415.5,5,360.0
24.0,Training,TensorFlow,3220.2,256,2882.5,50,105.9
8.0,Training,TensorFlow,2541.0,128,7575.7,50,360.0
24.0,FineTuning,TensorFlow,2803.6,32,9989.9,10,255.44
24.0,Training,PyTorch,3966.0,256,10498.7,30,258.5
80.0,Inference,PyTorch,2393.2,256,8038.4,50,8.62
6.0,Inference,PyTorch,452.5,32,7874.8,100,356.83
16.0,FineTuning,JAX,306.2,16,7174.7,20,141.96
80.0,Training,JAX,2683.1,8,3754.5,100,360.0
6.0,Training,PyTorch,2647.5,8,9848.2,100,360.0
6.0,FineTuning,TensorFlow,3005.3,16,9889.7,100,360.0
12.0,FineTuning,JAX,479.7,32,3911.5,10,46.8
48.0,FineTuning,PyTorch,3782.4,16,10538.5,20,360.0
80.0,FineTuning,TensorFlow,2227.1,16,12884.3,10,184.51
6.0,Training,PyTorch,2615.7,8,8961.2,30,360.0
12.0,Inference,PyTorch,187.7,64,1851.3,5,0.94
24.0,Training,PyTorch,3845.8,256,4976.2,100,360.0
16.0,FineTuning,PyTorch,2272.2,32,1482.5,10,43.75
16.0,FineTuning,TensorFlow,2275.3,128,4600.3,5,20.38
24.0,Training,PyTorch,3777.0,16,3258.0,10,360.0
8.0,FineTuning,PyTorch,3720.9,8,8364.0,30,360.0
8.0,Inference,PyTorch,920.2,64,6410.8,20,39.25
80.0,FineTuning,PyTorch,3727.8,32,10868.0,5,52.62
48.0,Training,PyTorch,2959.7,16,5509.3,20,360.0
12.0,Training,PyTorch,124.7,8,2405.3,10,36.23
16.0,Training,PyTorch,997.4,16,3616.8,100,360.0
4.0,Training,TensorFlow,1681.3,128,8232.2,10,329.81
4.0,Inference,JAX,2352.1,32,6802.8,30,360.0
10.0,FineTuning,PyTorch,2820.3,256,734.9,10,7.42
6.0,Training,TensorFlow,880.3,32,3228.2,30,360.0
24.0,Inference,JAX,3355.0,32,4521.4,10,37.89
6.0,FineTuning,PyTorch,3390.6,32,10907.9,100,360.0
6.0,Training,PyTorch,2558.2,8,10983.4,20,360.0
12.0,Training,TensorFlow,3688.3,128,10500.0,10,360.0
10.0,Training,PyTorch,3261.3,16,12295.1,5,360.0
48.0,Inference,PyTorch,925.4,8,13120.8,50,356.03
10.0,FineTuning,TensorFlow,3204.8,64,1159.5,5,19.6
16.0,Inference,PyTorch,3815.1,32,7446.6,5,57.84
12.0,Training,TensorFlow,593.5,32,2319.5,30,151.69
6.0,Inference,PyTorch,3915.9,16,5375.5,10,360.0
48.0,Training,PyTorch,148.7,32,9981.6,20,21.68
6.0,Inference,PyTorch,2112.6,32,9064.7,10,173.61
80.0,Inference,PyTorch,3106.9,16,2015.5,50,43.13
80.0,Training,TensorFlow,3172.2,128,11380.5,10,45.39
8.0,FineTuning,PyTorch,2952.0,8,11826.5,50,360.0
10.0,FineTuning,JAX,2140.9,128,2173.8,50,162.5
