gpu_utilization,cpu_utilization,ram_usage_percent,temperature_c,power_draw_w,hour_of_day,day_of_week,requested_duration_hours,historical_reliability,is_available
63.42,53.55,76.51,55.5,81.1,16,3,3.48,0.989,1
16.29,51.6,84.06,80.8,332.1,6,3,0.62,0.962,1
96.69,5.79,44.19,74.0,161.5,19,1,5.16,0.995,1
77.6,5.16,57.05,81.7,305.3,10,5,0.21,0.985,1
41.29,13.79,24.39,42.2,100.6,12,5,1.0,0.84,1
58.81,14.14,48.35,74.6,39.3,22,6,0.34,0.954,1
89.75,68.44,43.86,65.9,213.5,20,1,2.75,0.654,1
56.53,23.44,29.65,79.6,133.9,16,6,1.59,0.951,1
21.23,85.52,86.56,64.3,345.0,4,3,0.58,0.967,1
40.22,88.57,26.85,65.9,63.4,11,4,0.38,0.847,1
83.41,92.83,65.86,42.5,45.1,3,1,0.71,0.781,1
64.91,89.52,86.21,72.1,44.4,0,0,5.27,0.927,1
65.52,29.47,87.96,53.1,99.4,9,5,2.46,0.951,1
85.61,50.88,78.46,40.9,215.3,1,1,0.75,0.709,1
88.14,20.79,29.09,43.2,191.8,12,4,4.68,0.888,1
90.54,77.56,80.39,85.9,142.0,12,4,0.49,0.998,0
13.82,84.96,37.13,56.6,58.4,11,2,2.53,0.893,1
55.6,81.62,88.79,81.7,104.8,0,4,1.31,0.773,1
73.87,44.0,71.73,86.1,88.9,9,6,0.82,0.988,1
75.39,73.28,77.82,85.3,268.6,19,3,0.81,0.996,1
61.42,13.78,21.8,82.3,279.6,23,6,1.59,0.967,1
20.51,8.62,61.62,83.0,278.6,4,4,5.56,1.0,0
79.16,72.79,80.69,53.9,340.1,9,1,2.91,0.807,1
71.97,43.28,83.93,47.3,313.0,6,1,2.37,0.972,0
13.01,94.6,17.29,70.7,189.3,14,1,4.37,0.652,0
48.13,13.75,90.13,63.4,162.8,17,4,1.89,0.991,1
21.18,82.01,18.47,44.7,323.0,19,3,0.63,0.958,1
36.39,48.2,64.16,72.5,225.6,3,5,7.76,0.819,1
6.68,79.44,70.47,67.0,124.2,0,3,1.73,0.87,1
42.23,78.54,23.59,81.4,210.6,7,2,0.96,0.856,0
56.14,87.44,18.84,69.2,347.5,10,0,3.21,0.977,1
62.62,31.81,77.79,67.5,301.8,2,3,1.45,0.883,1
66.7,90.48,45.77,61.2,120.0,11,6,0.23,0.917,1
82.78,18.65,23.57,62.2,334.9,12,5,0.97,0.99,1
25.04,12.38,76.01,85.8,344.1,19,5,1.42,0.721,1
16.2,43.85,82.93,46.6,104.0,17,1,1.13,0.997,1
84.19,79.55,61.99,61.4,316.6,11,2,1.8,0.878,1
19.56,47.61,27.9,71.5,312.6,9,5,0.61,0.983,1
95.65,79.64,16.22,60.8,42.7,20,3,1.9,0.977,1
83.36,70.67,71.06,53.6,244.3,20,3,8.81,0.972,1
51.58,23.85,59.01,53.8,127.7,14,6,3.0,0.905,1
96.27,90.4,67.06,51.2,245.9,2,0,2.51,0.621,0
14.06,10.47,80.05,56.5,322.3,23,0,0.65,0.987,1
33.19,85.85,49.74,81.8,189.6,14,0,1.94,0.851,1
64.35,32.4,24.96,64.3,162.6,16,3,3.63,0.99,1
37.55,50.01,90.2,51.5,324.9,15,5,0.75,0.905,1
91.34,43.01,58.62,58.5,341.7,1,6,0.38,0.895,1
11.1,20.47,64.22,45.1,49.9,0,3,2.37,0.946,1
56.1,37.23,89.67,83.4,325.3,21,1,2.44,0.936,1
59.95,22.36,89.53,59.6,56.5,3,4,3.46,0.959,1
65.7,23.35,60.77,87.1,137.9,16,0,2.19,0.991,0
28.78,21.84,38.81,56.7,274.0,6,1,3.97,0.888,1
38.9,49.01,94.77,80.1,278.7,4,1,0.82,0.978,1
83.46,76.81,69.47,52.3,262.3,22,5,0.27,0.918,1
23.13,56.21,47.67,43.7,42.5,3,2,2.84,0.814,1
81.9,85.39,59.79,41.5,72.5,19,1,1.18,0.697,1
57.33,62.29,48.27,69.1,329.6,19,0,0.67,0.926,1
75.88,67.04,86.06,55.0,56.1,4,4,0.31,0.999,1
71.37,65.08,53.6,61.3,55.1,7,6,3.02,0.946,0
24.3,45.45,80.88,79.3,297.4,19,1,3.7,0.976,1
57.9,67.04,82.21,51.9,235.2,22,6,1.19,0.999,0
85.7,11.27,80.95,54.8,142.5,8,3,4.53,0.991,0
45.19,82.39,72.78,80.6,83.0,5,3,1.27,0.683,1
94.89,75.0,83.39,63.7,312.9,3,1,6.25,0.87,1
47.06,27.07,45.98,79.7,346.3,4,0,8.37,0.974,0
18.28,74.12,24.17,58.0,46.0,7,5,3.6,0.76,1
41.22,6.14,82.4,59.1,207.3,19,5,0.79,0.889,1
93.51,24.55,54.85,48.0,113.6,12,4,1.11,0.972,1
34.73,10.86,25.19,84.0,296.4,3,4,1.72,0.95,0
85.73,75.22,24.23,83.0,140.7,6,0,1.0,0.913,1
86.96,73.03,27.74,87.2,258.7,21,3,3.62,0.982,1
37.57,78.23,75.08,59.3,202.6,0,3,5.45,0.875,0
12.74,5.4,71.87,79.3,203.3,8,5,8.71,0.935,1
72.38,50.11,31.31,59.9,304.6,4,6,1.02,0.923,1
33.97,68.44,82.75,61.8,180.5,9,5,0.83,0.883,1
77.81,18.99,37.5,79.8,300.6,10,2,0.55,0.967,1
46.17,63.48,78.44,48.5,146.3,17,1,0.3,0.766,1
50.13,12.57,54.1,50.6,85.9,4,5,0.59,0.872,1
77.35,21.32,73.52,55.1,175.8,23,1,0.87,0.984,1
40.56,47.82,45.51,77.8,189.5,21,5,1.19,0.87,1
46.21,63.82,42.77,57.9,183.1,23,6,0.43,0.944,1
39.99,18.13,82.31,57.2,288.7,20,3,3.63,0.934,1
39.16,21.67,17.82,87.9,210.7,3,1,2.13,0.993,0
53.91,23.4,92.98,58.4,314.3,18,0,1.85,0.869,1
80.22,26.48,66.85,51.9,194.5,15,4,1.78,0.958,0
38.64,25.39,49.6,69.9,101.9,1,5,0.88,0.997,1
53.76,40.56,65.24,78.5,71.4,14,2,5.75,0.739,1
67.38,63.84,24.82,43.3,307.9,8,0,0.73,0.971,1
30.06,44.42,56.12,69.7,48.0,16,0,2.41,0.947,1
30.81,74.84,93.81,41.7,67.6,1,0,0.78,0.825,1
91.81,69.73,33.82,65.3,50.4,21,1,9.34,0.923,0
72.29,16.39,72.78,52.3,165.6,5,4,5.05,0.966,1
58.68,9.4,49.8,54.7,200.4,0,6,0.81,0.968,1
65.24,84.01,67.2,62.4,36.4,7,6,8.96,0.844,1
7.72,12.18,31.39,84.5,195.0,10,2,2.17,0.99,1
62.48,18.35,52.64,74.1,156.0,19,3,2.81,0.997,1
52.38,6.99,93.41,85.0,277.6,22,0,0.87,0.618,1
55.75,61.55,30.62,71.7,295.6,14,0,0.69,0.867,1
38.43,57.41,65.92,40.3,249.2,8,6,4.1,0.871,1
12.58,93.82,61.05,52.7,181.5,1,0,0.84,0.966,1
22.98,84.82,60.2,83.5,99.2,6,3,5.19,0.844,1
93.42,41.98,64.21,70.9,301.1,16,6,1.11,0.815,0
43.01,38.44,55.18,87.1,139.3,2,5,0.22,0.85,1
48.4,31.72,16.35,47.5,144.0,3,1,1.99,0.819,0
9.9,18.72,87.01,54.2,323.1,2,1,1.07,0.769,1
8.49,17.43,81.16,57.4,342.2,7,4,7.66,0.849,1
71.7,16.91,28.93,55.7,317.4,10,1,1.18,0.988,1
55.04,15.27,48.06,52.1,349.4,15,1,0.96,0.877,1
52.31,26.65,76.64,61.3,308.1,13,2,1.87,0.832,1
27.61,32.6,93.4,70.8,255.4,22,2,2.82,0.989,1
74.26,91.54,91.09,54.9,124.0,18,6,6.99,0.895,1
20.65,57.06,86.95,43.8,334.9,22,1,0.34,0.965,1
22.66,93.88,27.67,74.0,310.5,1,2,1.29,0.925,1
47.85,38.52,88.16,62.0,107.0,11,5,2.38,0.959,1
31.62,46.19,85.28,66.7,186.5,10,4,0.21,0.789,1
28.01,34.21,45.16,61.9,52.4,15,1,1.54,0.817,0
65.01,21.46,46.56,82.7,335.1,10,2,3.49,0.941,1
65.54,17.88,51.79,66.8,213.3,2,3,0.3,0.934,1
81.68,90.06,67.49,84.3,108.5,22,2,1.03,0.976,1
43.85,93.81,35.87,64.5,123.6,9,2,1.22,0.839,1
11.8,9.04,16.84,54.0,343.8,4,6,2.72,0.843,1
30.45,18.53,26.3,57.1,227.0,12,3,0.9,0.997,1
96.14,43.12,50.21,65.1,164.6,23,4,0.77,0.991,1
60.45,21.77,37.56,65.4,190.0,5,3,0.45,0.98,1
71.01,37.75,76.16,73.0,61.5,19,4,11.18,0.951,0
5.68,16.62,23.54,50.8,54.0,2,5,1.48,0.97,1
53.19,46.09,88.4,71.6,219.7,21,6,0.3,0.82,1
8.49,29.45,86.63,77.4,193.8,8,3,0.36,0.845,1
57.94,36.67,87.7,72.5,144.9,20,4,0.47,0.833,1
90.63,13.49,74.17,63.1,211.2,6,4,0.68,0.704,0
95.06,43.53,23.56,87.6,53.3,22,0,2.9,0.904,1
55.27,93.49,50.05,59.4,332.1,6,6,1.84,0.896,0
47.61,34.59,25.51,45.1,124.0,1,0,3.2,0.825,1
92.89,83.88,94.02,79.4,53.0,7,2,0.24,0.747,0
67.65,80.89,41.64,50.2,84.2,17,3,0.82,0.951,1
11.04,90.69,61.83,74.2,60.6,0,4,1.24,0.935,1
48.31,76.11,77.35,48.6,87.2,9,0,1.32,0.945,1
27.34,64.36,88.65,40.8,163.4,5,2,0.31,0.842,1
48.69,82.09,75.44,47.7,266.2,17,2,1.63,0.736,1
47.36,11.81,68.96,58.1,117.2,12,2,0.88,0.794,1
59.14,46.65,52.28,45.1,169.5,20,0,0.63,0.829,1
38.18,94.03,63.43,49.5,327.2,0,5,2.42,1.0,1
20.28,74.26,22.53,76.7,124.7,22,1,0.38,0.962,1
51.85,91.59,85.71,77.0,284.3,0,6,4.23,0.989,0
82.21,75.17,58.5,79.2,80.5,11,6,4.8,0.954,1
66.75,83.74,18.21,80.4,87.1,7,5,0.99,0.871,0
36.47,68.59,88.59,60.2,176.0,20,5,8.87,0.766,1
92.0,73.45,54.14,81.6,104.9,4,2,1.23,0.958,0
89.84,52.09,84.49,65.2,319.0,2,6,6.76,0.894,1
24.47,88.18,83.55,62.6,46.2,17,6,8.87,0.718,0
8.67,79.25,80.26,74.5,221.1,5,1,3.71,0.827,0
73.94,80.95,19.91,50.3,223.4,3,1,0.47,0.997,1
81.97,65.57,34.77,77.9,51.1,14,1,1.96,0.991,1
95.01,32.41,85.04,60.6,264.4,3,2,2.83,0.993,1
87.75,8.21,86.92,46.1,180.0,5,4,0.36,0.893,1
60.85,89.21,51.65,45.7,261.4,17,1,4.68,0.985,1
54.29,57.75,50.2,47.9,294.6,17,0,4.02,0.892,1
7.59,31.83,29.01,82.7,133.3,9,0,5.63,0.955,0
27.94,18.42,92.47,87.6,185.0,12,1,1.64,0.984,1
47.74,79.66,32.05,57.1,113.4,19,1,0.98,0.89,1
63.45,80.29,30.27,54.0,94.5,21,1,1.61,0.891,1
56.82,78.31,67.86,50.5,30.2,17,6,2.81,0.991,1
74.07,63.06,34.43,79.5,338.4,6,0,1.28,0.876,1
31.02,37.94,90.1,50.0,171.1,7,3,1.07,0.944,1
57.54,32.37,15.87,84.4,34.2,5,4,0.36,0.942,1
13.2,5.77,15.46,72.0,32.9,1,3,1.39,0.912,1
43.47,80.02,55.39,83.1,122.3,21,0,1.2,0.773,0
74.76,12.87,54.04,66.6,34.5,7,0,2.38,0.815,1
69.49,61.77,28.07,73.2,149.8,9,2,1.36,0.828,1
97.13,50.37,54.56,69.7,50.1,16,3,0.21,0.996,1
30.84,52.4,47.93,79.9,42.6,21,1,1.52,0.943,1
51.33,88.4,86.23,80.1,244.2,11,5,3.17,0.912,1
35.65,7.85,15.74,68.3,320.2,10,6,6.01,0.883,1
45.98,74.61,93.1,70.4,161.0,16,1,0.63,0.964,1
84.7,9.68,64.95,84.3,297.8,15,0,1.3,0.951,0
68.63,8.43,27.15,84.6,39.4,21,2,3.96,0.944,1
87.07,43.68,18.74,71.9,278.9,9,3,0.29,0.906,1
23.93,10.68,58.05,40.4,50.1,19,2,1.06,0.701,1
86.22,76.02,33.79,45.0,298.3,2,4,1.99,0.998,1
10.56,52.66,39.09,81.2,312.4,18,2,1.04,0.933,1
87.64,7.61,34.61,44.1,281.5,3,4,1.54,0.775,0
35.6,8.65,67.01,50.2,292.6,18,6,5.8,0.718,1
34.26,60.14,59.28,51.1,209.7,8,3,0.25,0.992,1
52.62,77.55,21.24,68.8,114.8,19,1,0.36,0.942,1
92.48,44.4,57.12,67.7,235.8,16,4,0.64,0.842,1
9.44,54.91,78.3,53.9,170.7,3,1,1.17,0.898,1
37.76,76.98,21.5,50.0,31.7,16,6,1.47,0.951,1
84.66,59.95,86.18,76.7,182.6,2,6,0.27,0.728,1
41.83,25.23,61.26,84.9,238.4,19,2,4.48,0.502,0
23.52,60.17,91.05,42.5,34.4,3,2,3.04,0.876,1
44.51,61.55,26.85,46.4,228.8,8,6,0.82,0.961,1
40.86,71.07,94.49,70.8,238.8,5,3,0.79,0.961,1
90.13,60.88,66.54,78.6,80.6,18,1,0.25,0.968,1
75.86,92.23,60.4,78.0,167.9,6,3,1.22,0.742,1
51.98,22.76,56.22,74.5,338.6,15,4,0.79,0.956,1
96.92,90.6,16.89,82.6,312.9,14,2,2.13,0.719,0
48.27,53.45,90.17,50.4,161.5,15,2,1.79,0.932,1
10.42,65.48,66.52,45.1,142.0,13,2,6.5,0.949,1
29.39,13.95,22.33,69.5,69.7,3,5,3.37,0.975,1
45.55,39.25,16.68,79.5,41.3,22,2,0.37,0.899,1
19.59,74.24,19.06,67.9,125.2,1,6,2.64,0.835,1
93.12,68.62,63.75,86.2,330.9,6,2,0.43,0.997,1
76.32,8.61,64.12,78.2,336.8,23,4,0.98,0.962,1
29.95,54.19,54.97,73.6,290.0,6,4,1.82,0.97,1
59.94,12.95,39.54,42.9,142.3,5,6,1.57,0.908,1
72.09,94.63,57.54,45.2,76.0,19,3,2.56,0.79,0
92.54,85.76,56.3,77.7,220.6,8,0,3.52,0.849,1
86.99,6.9,16.55,49.5,236.9,16,2,3.74,0.979,1
52.91,82.28,37.6,41.4,165.9,20,2,0.32,0.696,0
77.04,87.75,19.25,83.7,251.3,10,0,2.25,0.975,1
57.28,36.82,87.01,82.8,268.9,15,3,6.71,0.885,0
56.4,69.76,73.02,50.5,280.6,0,4,3.01,0.934,1
15.67,44.79,94.69,77.4,190.7,15,2,1.67,0.982,1
16.73,63.97,39.17,42.3,283.3,16,3,12.0,0.789,1
54.25,35.63,85.28,53.7,38.2,5,0,0.29,0.848,1
30.0,34.03,63.24,69.9,247.7,21,4,0.38,0.837,1
6.96,43.2,51.25,76.6,105.4,10,4,3.12,0.908,1
72.22,18.1,32.81,40.5,116.6,6,3,1.8,0.965,1
8.02,79.8,74.07,55.7,59.2,15,1,0.47,0.977,1
60.36,36.38,87.33,50.3,91.6,21,1,1.14,0.933,0
55.15,41.01,33.82,87.9,347.4,1,5,0.33,0.778,0
95.1,85.46,29.03,72.2,162.9,19,5,1.69,0.947,1
50.03,49.7,70.7,59.5,326.9,12,1,0.42,0.747,0
10.91,53.98,93.16,43.6,82.1,12,6,0.21,0.929,1
56.31,91.08,75.0,68.7,95.3,14,0,0.98,0.919,1
83.22,84.81,37.77,70.8,208.5,14,1,0.73,0.977,1
97.71,20.25,48.6,79.2,141.9,8,3,1.1,0.854,1
45.02,47.59,45.75,53.9,236.1,17,4,1.06,0.844,1
34.79,92.42,83.17,87.1,165.1,13,3,2.19,0.956,1
89.32,38.51,76.71,61.1,289.7,22,3,2.48,0.935,1
22.79,38.44,62.12,54.2,168.1,13,2,0.47,0.948,1
62.23,22.55,37.0,56.7,213.2,3,0,1.54,0.787,0
42.73,15.29,90.04,64.9,132.7,13,4,4.6,0.545,0
8.82,71.63,67.27,85.0,255.3,9,2,0.52,0.982,1
37.3,74.3,92.64,75.3,239.5,10,6,7.01,0.939,1
29.67,92.21,61.41,67.7,157.0,21,0,0.24,0.815,0
68.81,74.61,80.7,47.8,118.3,0,4,0.41,0.995,1
93.24,26.9,80.05,47.2,226.5,13,2,0.59,0.773,1
29.93,8.61,41.99,64.1,331.8,7,5,1.47,0.928,1
80.47,93.69,92.12,75.0,72.4,5,1,0.91,0.918,1
10.15,35.64,16.76,76.0,285.7,10,3,1.28,0.987,1
55.05,33.08,76.5,50.8,203.8,13,5,5.85,0.973,1
11.56,86.54,92.24,44.8,198.2,6,1,1.04,0.989,1
91.87,57.66,42.11,58.5,337.7,21,4,3.97,0.92,1
76.27,24.34,66.85,84.1,223.9,6,5,0.35,0.974,1
66.19,85.02,59.98,66.2,295.8,20,5,3.54,0.901,0
81.62,94.4,75.92,55.4,194.6,18,2,4.84,0.888,1
65.22,12.8,84.29,55.5,110.0,21,2,0.87,0.869,1
95.11,82.6,63.24,46.3,252.2,9,2,1.78,0.85,1
71.4,40.15,80.27,62.7,325.4,21,3,0.61,0.867,1
90.99,52.17,39.98,78.0,299.2,8,2,0.39,1.0,1
53.09,87.33,33.29,86.5,93.5,17,0,3.14,0.98,0
15.89,92.6,49.45,64.1,131.4,16,0,2.19,0.843,1
54.12,28.59,69.22,48.0,195.4,12,0,2.99,0.984,1
16.8,24.16,29.98,72.8,212.9,3,5,1.36,0.747,0
60.1,12.25,69.43,76.3,92.0,20,1,0.77,0.768,0
49.87,55.56,46.53,43.4,103.6,6,4,1.31,0.996,1
62.9,6.22,78.65,80.8,272.8,7,1,0.33,0.907,1
5.93,42.07,17.95,79.8,263.7,15,5,0.87,0.896,1
23.12,11.6,68.44,62.7,298.5,11,1,0.91,0.916,1
50.69,41.47,66.99,66.9,328.5,0,3,2.71,0.751,0
93.4,8.59,90.27,74.2,128.6,5,5,0.31,0.929,1
40.68,80.17,72.07,72.5,305.1,0,1,0.76,0.868,1
44.47,23.88,78.7,40.8,243.1,7,3,0.85,0.873,1
71.47,34.55,87.37,45.9,336.5,11,6,1.8,0.826,0
61.15,83.3,69.0,47.8,117.1,15,0,0.76,0.91,1
32.8,72.16,38.21,76.3,116.3,0,0,0.48,0.972,1
43.21,24.71,84.58,61.1,255.4,3,1,0.8,0.82,1
25.25,11.47,74.81,66.2,327.1,18,1,1.3,0.931,1
94.84,69.41,48.96,77.1,293.9,17,6,1.69,0.93,1
17.15,40.16,71.84,56.4,262.7,7,0,0.27,0.992,1
39.58,73.95,84.42,75.9,153.9,5,6,0.94,0.97,1
7.4,45.08,93.05,61.2,259.7,12,2,3.09,0.994,1
25.63,36.14,91.19,58.1,286.4,19,0,2.02,0.763,1
77.58,45.61,41.03,56.0,271.1,2,6,1.42,0.901,1
23.71,72.37,48.74,86.3,246.6,14,2,1.41,0.922,0
12.45,86.2,23.76,77.1,45.1,5,0,1.12,0.9,1
49.12,9.48,34.8,41.0,241.1,5,4,1.04,0.76,1
5.93,52.17,85.59,86.0,183.1,4,3,1.22,0.912,1
12.88,7.96,43.87,77.2,337.7,18,3,4.27,0.937,1
80.11,47.16,64.64,47.2,224.3,9,4,1.47,0.81,0
76.75,84.68,68.28,43.7,224.6,8,2,2.41,0.982,1
90.11,37.54,77.55,54.8,348.1,13,1,3.5,0.915,1
84.47,88.92,29.62,70.0,59.9,21,1,1.33,0.803,0
68.54,61.75,39.39,69.6,118.4,4,3,3.85,0.815,1
9.87,89.07,50.87,53.2,239.9,6,1,10.04,0.937,1
77.8,73.14,44.19,61.4,130.9,16,2,1.6,0.921,0
83.63,14.31,93.63,50.2,140.8,22,6,1.23,0.918,1
79.31,25.8,81.8,42.4,315.6,16,1,3.48,0.957,1
52.29,40.48,53.37,64.8,215.4,8,0,2.29,0.736,0
26.66,20.31,85.34,56.7,62.9,21,4,2.1,0.962,1
83.62,49.54,42.81,66.1,129.5,22,3,4.55,0.942,1
72.63,47.42,77.87,85.4,54.3,6,6,2.3,0.978,1
96.21,91.06,32.89,46.9,208.0,0,1,2.25,0.996,0
19.48,44.04,76.79,40.1,85.4,1,6,0.66,0.88,1
25.99,75.71,51.52,43.7,304.3,9,2,2.53,0.97,1
24.7,89.77,23.6,62.2,214.7,18,1,5.08,0.976,1
78.71,83.93,36.86,73.9,49.0,7,6,1.92,0.931,1
22.38,23.78,47.18,67.9,126.3,8,4,4.87,0.772,1
11.2,49.64,74.94,63.8,227.2,14,0,1.03,0.968,0
97.87,36.3,20.84,57.0,137.4,10,5,0.29,0.774,0
7.31,40.99,67.76,54.9,194.2,23,3,1.38,0.935,1
82.68,37.47,72.28,58.1,321.0,11,3,0.21,0.733,1
38.98,79.37,67.31,69.4,142.0,21,2,0.54,0.909,1
83.27,45.69,75.85,48.1,137.5,17,0,0.62,0.949,1
56.58,52.13,29.25,77.0,292.3,1,1,1.73,0.823,1
88.85,93.42,61.97,67.6,132.0,14,1,6.19,0.998,0
91.14,10.4,90.29,52.9,54.9,9,5,0.24,0.957,1
5.85,48.92,63.86,64.1,87.9,6,6,0.74,0.968,1
12.01,74.67,63.91,86.2,333.6,8,5,7.18,0.988,0
28.28,18.6,73.92,41.0,328.7,21,6,4.47,0.805,1
67.25,60.04,41.66,49.6,101.9,16,5,3.8,0.737,0
87.61,26.55,71.04,61.5,207.1,13,2,0.39,0.856,1
47.77,83.07,88.3,70.6,74.0,8,0,2.27,0.872,1
61.45,34.44,15.87,50.2,245.9,6,2,0.65,0.979,1
22.53,34.62,84.61,84.7,89.3,14,4,2.31,0.845,0
79.86,58.84,32.49,70.8,45.9,2,4,1.32,0.947,1
94.96,21.52,51.47,82.1,294.0,1,1,2.22,0.862,1
29.98,30.64,83.19,55.8,134.1,2,4,1.32,0.911,1
51.02,42.5,80.91,79.8,64.7,1,2,4.97,0.99,1
13.01,36.83,86.35,58.2,296.8,12,3,0.25,0.988,1
57.0,52.24,90.23,52.1,274.0,12,4,0.63,0.961,1
51.76,58.97,50.77,83.8,248.8,1,6,3.78,0.977,1
18.43,56.0,67.51,44.4,321.6,19,2,2.87,0.922,0
46.11,63.88,46.24,85.3,186.6,21,3,0.61,0.723,0
36.07,32.7,43.06,62.0,71.0,18,6,0.46,0.796,1
53.53,16.38,49.53,87.6,49.6,8,3,0.95,0.93,0
59.47,73.47,74.45,65.9,131.9,4,5,1.52,0.638,1
5.79,81.57,55.12,76.4,57.8,20,6,0.3,0.946,1
75.77,28.13,80.12,40.3,201.4,6,5,3.94,0.932,1
71.31,41.64,74.62,63.8,34.6,12,4,1.67,0.96,1
39.06,49.87,16.64,75.4,172.0,0,0,5.24,0.864,1
9.92,53.0,65.42,77.6,87.1,8,5,0.99,0.803,1
75.21,64.35,49.93,47.6,147.8,1,4,0.3,0.817,1
93.83,8.74,51.53,60.1,246.0,2,4,4.3,0.903,0
27.33,69.93,80.47,60.1,142.3,11,0,0.52,0.957,1
35.09,10.58,58.81,45.0,139.2,4,4,1.02,0.735,0
22.09,47.15,85.85,61.3,347.0,11,2,1.45,0.766,1
58.66,79.49,72.02,78.7,260.0,3,0,1.55,0.77,1
19.4,45.61,59.23,54.4,194.4,20,2,0.25,0.988,1
38.13,18.42,75.36,60.8,215.4,20,3,1.7,0.998,1
69.82,93.65,18.07,86.1,228.5,11,0,0.36,0.983,1
57.09,85.04,17.17,41.5,37.9,4,3,0.99,0.868,1
40.94,74.42,21.67,68.4,55.7,13,5,7.62,0.806,1
44.08,42.04,50.01,75.7,237.7,13,1,0.86,0.95,1
57.28,21.55,33.84,76.5,146.6,9,6,3.55,0.84,0
5.55,89.73,93.74,74.4,47.7,9,1,1.63,0.968,1
12.3,52.91,58.38,74.9,125.2,4,2,0.65,0.999,1
86.96,81.71,67.99,42.8,71.7,17,3,2.76,0.997,1
12.24,35.79,37.31,65.6,323.2,16,3,1.82,0.978,1
70.73,35.18,40.74,77.6,94.9,9,0,1.72,0.852,1
90.56,93.7,41.84,44.5,76.0,10,1,0.26,0.967,0
30.17,51.96,70.9,40.6,230.4,14,2,1.01,0.971,1
39.46,17.66,52.9,79.1,197.0,23,2,2.85,0.987,1
57.91,24.77,56.41,74.2,214.3,18,0,3.38,0.916,1
87.0,48.37,62.36,59.8,169.5,11,0,3.57,0.872,1
92.6,8.82,76.5,85.1,179.5,15,5,0.28,0.58,0
73.78,46.63,22.23,76.8,279.2,22,2,0.56,0.971,1
13.06,42.7,77.15,86.5,100.4,23,0,8.68,0.902,0
67.23,75.14,60.06,84.6,156.9,11,5,0.54,0.888,1
43.16,36.94,68.53,63.1,336.5,21,3,0.68,0.956,1
48.78,93.43,41.2,76.2,90.8,21,2,3.45,1.0,1
9.57,21.27,47.75,72.1,124.0,18,4,1.2,0.728,1
22.77,58.19,33.49,78.9,91.3,2,1,0.45,0.976,1
78.52,13.07,93.34,77.8,36.6,12,1,0.47,0.999,1
47.22,71.05,54.76,47.4,116.3,20,4,0.37,0.84,0
33.05,94.53,94.69,51.2,44.9,21,4,0.6,0.915,1
40.71,78.72,54.18,52.8,79.5,14,6,1.57,0.915,1
84.46,55.01,32.58,79.3,146.1,16,3,0.23,0.784,1
74.66,48.63,55.6,78.9,36.6,10,2,0.45,0.975,1
30.33,80.15,18.17,63.8,270.9,22,0,4.95,0.857,1
15.93,89.24,87.38,67.9,284.6,11,1,4.38,0.934,1
28.44,94.03,80.48,79.7,161.7,16,4,3.78,0.997,1
90.63,40.69,73.07,55.0,345.1,21,6,2.65,0.912,1
59.09,94.18,63.79,42.4,247.3,22,2,2.37,0.959,1
54.61,19.03,61.39,63.2,268.0,4,0,0.84,0.939,1
60.46,27.82,94.74,83.9,91.5,4,6,1.02,0.758,1
39.04,13.01,37.24,77.9,298.0,6,1,0.74,0.869,1
80.06,29.46,77.37,57.6,332.4,2,2,8.06,0.908,0
53.67,74.11,61.51,43.1,105.6,2,1,2.21,0.961,1
15.86,81.76,93.07,70.6,249.7,16,3,6.95,0.694,1
17.0,75.1,81.22,80.1,269.0,23,6,0.83,0.797,1
54.93,61.8,94.88,71.9,127.7,1,1,2.14,0.863,1
92.1,51.26,62.07,60.4,182.0,14,3,3.05,0.963,1
33.68,68.78,31.36,45.9,61.2,18,3,0.4,0.985,1
85.87,40.18,55.29,83.7,85.4,22,3,2.4,0.895,1
76.06,80.72,71.89,53.2,49.7,9,0,0.57,0.809,1
28.05,65.95,76.95,50.8,209.3,10,5,1.0,0.949,1
8.38,67.8,15.04,79.2,230.1,23,0,2.72,0.93,1
14.47,53.23,55.4,87.1,323.2,8,3,1.36,0.871,0
72.75,84.67,33.82,71.7,203.5,13,2,5.28,0.951,1
23.57,27.68,84.99,70.0,113.4,23,5,0.75,0.953,1
39.53,39.3,27.23,55.3,49.0,6,5,0.53,0.97,1
51.66,74.99,68.32,41.0,313.2,9,3,1.02,0.957,1
72.47,49.35,36.28,49.2,183.2,0,6,4.02,0.958,0
15.53,85.03,43.52,68.1,265.9,0,2,3.96,0.831,1
42.79,36.18,90.24,47.3,34.7,13,1,1.12,0.923,1
50.11,38.24,34.24,82.4,186.2,7,0,3.52,0.996,1
55.3,84.99,22.6,49.0,134.2,13,2,0.36,0.832,1
81.11,46.79,20.54,65.1,39.7,6,5,0.22,0.85,0
20.97,51.45,55.37,64.6,278.2,17,2,4.2,0.899,1
80.13,34.95,66.34,69.0,194.1,22,2,4.34,0.864,1
69.44,29.9,41.18,55.7,136.6,8,4,0.51,0.954,1
56.7,64.04,70.22,81.9,287.9,14,0,0.91,0.981,1
70.06,15.79,19.88,61.3,173.0,0,4,4.0,0.766,1
43.32,84.13,83.59,73.6,31.1,10,1,0.37,0.969,1
17.87,75.13,80.33,70.5,332.2,18,2,4.18,0.989,1
66.92,22.17,93.84,45.6,111.8,9,0,1.91,0.74,1
53.79,67.46,89.92,69.9,295.8,17,5,2.34,0.993,1
